id,hsk_level,chinese,pinyin,english,myanmar,example_sentence_cn,example_sentence_pinyin,example_sentence_eng,example_sentence_my,related words
168,1,记住,jì zhù,remember; keep in mind,မှတ်ထားသည်,请记住这个名字。｜你要记住我的话。｜我已经记住了。｜请记住这个电话号码。｜孩子很快就记住了这个字。,Qǐng jìzhù zhège míngzi.｜Nǐ yào jìzhù wǒ de huà.｜Wǒ yǐjīng jìzhù le.｜Qǐng jìzhù zhège diànhuà hàomǎ.｜Háizi hěn kuài jiù jìzhù le zhège zì.,Please remember this name.｜You should remember what I said.｜I have already remembered it.｜Please remember this phone number.｜The child quickly remembered this character.,ဒီနာမည်ကို မှတ်ထားပေးပါ။｜ငါပြောတာကို မှတ်ထားနော်။｜ကျွန်တော်/ကျွန်မ မှတ်ထားပြီးပြီ။｜ဒီဖုန်းနံပါတ်ကို မှတ်ထားပေးပါ။｜ကလေးက ဒီစာလုံးကို မြန်မြန်မှတ်မိသွားတယ်။,记 (jì) — မှတ်သည်｜记得 (jìde) — မှတ်မိသည်｜记忆 (jìyì) — မှတ်ဉာဏ်｜记号 (jìhào) — အမှတ်အသား｜忘记 (wàngjì) — မေ့သည်
169,1,家,jiā,home,အိမ်၊ မိသားစု,我家在北京。｜我每天六点回家。｜这是我的家。｜我很爱我的家。｜你家有几个人？,Wǒ jiā zài Běijīng.｜Wǒ měitiān liù diǎn huí jiā.｜Zhè shì wǒ de jiā.｜Wǒ hěn ài wǒ de jiā.｜Nǐ jiā yǒu jǐ gè rén?,My home is in Beijing.｜I go home at six every day.｜This is my home.｜I love my home very much.｜How many people are there in your family?,ကျွန်တော်/ကျွန်မအိမ်က ပေကျင်းမှာရှိတယ်။｜ကျွန်တော်/ကျွန်မ နေ့တိုင်း ခြောက်နာရီမှာ အိမ်ပြန်တယ်။｜ဒါက ကျွန်တော်/ကျွန်မအိမ်ပါ။｜ကျွန်တော်/ကျွန်မ အိမ်ကိုအရမ်းချစ်တယ်။｜မင်းအိမ်မှာ လူဘယ်နှယောက်ရှိလဲ။,家庭 (jiātíng) — မိသားစု｜家里 (jiālǐ) — အိမ်မှာ｜家人 (jiārén) — မိသားစုဝင်｜回家 (huíjiā) — အိမ်ပြန်သည်｜国家 (guójiā) — နိုင်ငံ
170,1,家里,jiā lǐ,In the home,အိမ်မှာ၊ အိမ်ထဲမှာ,我在家里学习。｜妈妈在家里。｜家里还有人吗？｜我喜欢待在家里。｜他昨天在家里。,Wǒ zài jiālǐ xuéxí.｜Māma zài jiālǐ.｜Jiālǐ hái yǒu rén ma?｜Wǒ xǐhuan dāi zài jiālǐ.｜Tā zuótiān zài jiālǐ.,I study at home.｜Mom is at home.｜Is there anyone else at home?｜I like staying at home.｜He was at home yesterday.,ကျွန်တော်/ကျွန်မ အိမ်မှာ စာလေ့လာတယ်။｜အမေ အိမ်မှာရှိတယ်။｜အိမ်မှာ တခြားလူရှိသေးလား။｜ကျွန်တော်/ကျွန်မ အိမ်မှာနေရတာကြိုက်တယ်။｜သူ မနေ့က အိမ်မှာရှိတယ်။,家人 (jiārén) — မိသားစုဝင်｜家里人 (jiālǐrén) — အိမ်သား｜家乡 (jiāxiāng) — မွေးရပ်မြေ｜在家 (zài jiā) — အိမ်မှာရှိသည်｜回家 (huíjiā) — အိမ်ပြန်သည်
171,1,家人,jiā rén,family,မိသားစုဝင်,我的家人都很好。｜我爱我的家人。｜家人都在家。｜他和家人一起吃饭。｜我的家人住在北京。,Wǒ de jiārén dōu hěn hǎo.｜Wǒ ài wǒ de jiārén.｜Jiārén dōu zài jiā.｜Tā hé jiārén yìqǐ chīfàn.｜Wǒ de jiārén zhù zài Běijīng.,My family is all well.｜I love my family.｜My family is all at home.｜He eats with his family.｜My family lives in Beijing.,ကျွန်တော်/ကျွန်မ မိသားစုအားလုံး နေကောင်းကြတယ်။｜ကျွန်တော်/ကျွန်မ မိသားစုကိုချစ်တယ်။｜မိသားစုအားလုံး အိမ်မှာရှိတယ်။｜သူ မိသားစုနဲ့အတူ ထမင်းစားတယ်။｜ကျွန်တော်/ကျွန်မ မိသားစုက ပေကျင်းမှာနေတယ်။,家庭 (jiātíng) — မိသားစု｜家里 (jiālǐ) — အိမ်မှာ｜父母 (fùmǔ) — မိဘ｜爸爸 (bàba) — အဖေ｜妈妈 (māma) — အမေ
172,1,间,jiān,between; measure word for rooms,အခန်း,我的房间很大。｜这个房间有两张床。｜我住在三号房间。｜我们一间一间地看。｜这里有一间教室。,Wǒ de fángjiān hěn dà.｜Zhège fángjiān yǒu liǎng zhāng chuáng.｜Wǒ zhù zài sān hào fángjiān.｜Wǒmen yì jiān yì jiān de kàn.｜Zhèlǐ yǒu yì jiān jiàoshì.,My room is very big.｜There are two beds in this room.｜I live in room number three.｜We look at them one by one.｜There is a classroom here.,ကျွန်တော့်/ကျွန်မအခန်းက အရမ်းကျယ်တယ်။｜ဒီအခန်းမှာ ကုတင်နှစ်လုံးရှိတယ်။｜ကျွန်တော်/ကျွန်မ အခန်းနံပါတ်သုံးမှာ နေတယ်။｜ကျွန်တော်တို့ တစ်ခန်းပြီးတစ်ခန်း ကြည့်တယ်။｜ဒီမှာ စာသင်ခန်းတစ်ခန်းရှိတယ်။,房间 (fángjiān) — အခန်း｜一间 (yì jiān) — အခန်းတစ်ခန်း｜教室 (jiàoshì) — စာသင်ခန်း｜房间号 (fángjiān hào) — အခန်းနံပါတ်｜卫生间 (wèishēngjiān) — ရေချိုးခန်း/အိမ်သာ
173,1,见,jiàn,see; meet,တွေ့သည်,我明天去见老师。｜我想见你。｜我们在学校见。｜他昨天见了朋友。｜很高兴见到你。,Wǒ míngtiān qù jiàn lǎoshī.｜Wǒ xiǎng jiàn nǐ.｜Wǒmen zài xuéxiào jiàn.｜Tā zuótiān jiàn le péngyou.｜Hěn gāoxìng jiàn dào nǐ.,I will see the teacher tomorrow.｜I want to see you.｜See you at school.｜He saw a friend yesterday.｜Nice to meet you.,မနက်ဖြန် ဆရာ/ဆရာမကို သွားတွေ့မယ်။｜ကျွန်တော်/ကျွန်မ မင်းကိုတွေ့ချင်တယ်။｜ကျောင်းမှာတွေ့မယ်။｜သူ မနေ့က သူငယ်ချင်းတစ်ယောက်ကို တွေ့တယ်။｜မင်းနဲ့တွေ့ရတာ ဝမ်းသာပါတယ်။,看见 (kànjiàn) — တွေ့မြင်သည်｜见到 (jiàn dào) — တွေ့သည်｜再见 (zàijiàn) — နောက်မှတွေ့မယ်｜见过 (jiàn guo) — တွေ့ဖူးသည်｜见面 (jiànmiàn) — တွေ့ဆုံသည်
174,1,见面,jiànmiàn,meet,တွေ့ဆုံသည်,我们明天见面。｜我想和你见面。｜他们第一次见面。｜我们在哪里见面？｜见面以后再说吧。,Wǒmen míngtiān jiànmiàn.｜Wǒ xiǎng hé nǐ jiànmiàn.｜Tāmen dì yī cì jiànmiàn.｜Wǒmen zài nǎlǐ jiànmiàn?｜Jiànmiàn yǐhòu zài shuō ba.,We will meet tomorrow.｜I want to meet you.｜They met for the first time.｜Where shall we meet?｜Let's talk after we meet.,မနက်ဖြန် ကျွန်တော်တို့ တွေ့ကြမယ်။｜ကျွန်တော်/ကျွန်မ မင်းနဲ့တွေ့ချင်တယ်။｜သူတို့ ပထမဆုံးအကြိမ် တွေ့ကြတာ။｜ဘယ်မှာတွေ့ကြမလဲ။｜တွေ့ပြီးမှ ဆက်ပြောကြတာပေါ့။,见到 (jiàn dào) — တွေ့သည်｜见面 (jiànmiàn) — တွေ့ဆုံသည်｜见过 (jiàn guo) — တွေ့ဖူးသည်｜再见 (zàijiàn) — နောက်မှတွေ့မယ်｜第一次见面 (dì yī cì jiànmiàn) — ပထမဆုံးအကြိမ်တွေ့ဆုံခြင်း
175,1,教,jiāo,teach,သင်ကြားသည်,老师教我们汉语。｜我妈妈教我做饭。｜他在学校教英语。｜老师教学生写汉字。｜你会教我吗？,Lǎoshī jiāo wǒmen Hànyǔ.｜Wǒ māma jiāo wǒ zuò fàn.｜Tā zài xuéxiào jiāo Yīngyǔ.｜Lǎoshī jiāo xuéshēng xiě Hànzì.｜Nǐ huì jiāo wǒ ma?,The teacher teaches us Chinese.｜My mother teaches me to cook.｜He teaches English at school.｜The teacher teaches students to write Chinese characters.｜Can you teach me?,ဆရာ/ဆရာမက ကျွန်တော်တို့ကို တရုတ်စာသင်ပေးတယ်။｜အမေက ကျွန်တော်/ကျွန်မကို ဟင်းချက်သင်ပေးတယ်။｜သူ ကျောင်းမှာ အင်္ဂလိပ်စာသင်တယ်။｜ဆရာ/ဆရာမက ကျောင်းသားတွေကို တရုတ်စာလုံးရေးသင်ပေးတယ်။｜မင်း ကျွန်တော်/ကျွန်မကို သင်ပေးနိုင်လား။,教书 (jiāoshū) — စာသင်သည်｜教师 (jiàoshī) — ဆရာ/ဆရာမ｜教学 (jiàoxué) — သင်ကြားရေး｜教室 (jiàoshì) — စာသင်ခန်း｜教汉语 (jiāo Hànyǔ) — တရုတ်စာသင်သည်
176,1,叫（动）,jiào,call; be called,ခေါ်သည်,老师叫我。｜妈妈叫我回家。｜他叫我去学校。｜你叫什么名字？｜有人叫你。,Lǎoshī jiào wǒ.｜Māma jiào wǒ huí jiā.｜Tā jiào wǒ qù xuéxiào.｜Nǐ jiào shénme míngzi?｜Yǒu rén jiào nǐ.,The teacher called me.｜Mom told me to go home.｜He told me to go to school.｜What is your name?｜Someone is calling you.,ဆရာ/ဆရာမက ကျွန်တော့်/ကျွန်မကို ခေါ်တယ်။｜အမေက အိမ်ပြန်ဖို့ ခေါ်တယ်။｜သူက ကျောင်းသွားဖို့ ကျွန်တော့်/ကျွန်မကို ခေါ်တယ်။｜မင်းနာမည် ဘယ်လိုခေါ်လဲ။｜တစ်ယောက်ယောက်က မင်းကိုခေါ်နေတယ်။,叫人 (jiào rén) — လူကိုခေါ်သည်｜叫名字 (jiào míngzi) — နာမည်ခေါ်သည်｜叫我 (jiào wǒ) — ကျွန်တော်/ကျွန်မကို ခေါ်သည်｜叫醒 (jiàoxǐng) — နှိုးသည်｜叫做 (jiàozuò) — ...ဟုခေါ်သည်
177,1,教学楼,jiào xué lóu,teaching building,စာသင်ဆောင်,教学楼在学校里面。｜我们的教学楼很大。｜学生在教学楼里上课。｜教学楼旁边有一个商店。｜我每天去教学楼上课。,Jiàoxuélóu zài xuéxiào lǐmiàn.｜Wǒmen de jiàoxuélóu hěn dà.｜Xuéshēng zài jiàoxuélóu lǐ shàngkè.｜Jiàoxuélóu pángbiān yǒu yí gè shāngdiàn.｜Wǒ měitiān qù jiàoxuélóu shàngkè.,The teaching building is inside the school.｜Our teaching building is very big.｜Students have classes in the teaching building.｜There is a shop next to the teaching building.｜I go to the teaching building for class every day.,စာသင်ဆောင်က ကျောင်းထဲမှာရှိတယ်။｜ကျွန်တော်တို့ စာသင်ဆောင်က အရမ်းကြီးတယ်။｜ကျောင်းသားတွေ စာသင်ဆောင်မှာ စာသင်ကြတယ်။｜စာသင်ဆောင်ဘေးမှာ ဆိုင်တစ်ဆိုင်ရှိတယ်။｜ကျွန်တော်/ကျွန်မ နေ့တိုင်း စာသင်ဖို့ စာသင်ဆောင်ကိုသွားတယ်။,教学 (jiàoxué) — သင်ကြားရေး｜教学楼 (jiàoxuélóu) — စာသင်ဆောင်｜教学方法 (jiàoxué fāngfǎ) — သင်ကြားနည်း｜教室 (jiàoshì) — စာသင်ခန်း｜学生 (xuéshēng) — ကျောင်းသား
178,1,姐姐｜姐,jiě jie ｜ jiě,elder sister,မမ၊အစ်မ,我姐姐很漂亮。｜姐姐在家里。｜我有一个姐姐。｜姐姐教我汉语。｜我和姐姐一起吃饭。,Wǒ jiějie hěn piàoliang.｜Jiějie zài jiālǐ.｜Wǒ yǒu yí gè jiějie.｜Jiějie jiāo wǒ Hànyǔ.｜Wǒ hé jiějie yìqǐ chīfàn.,My older sister is very beautiful.｜My older sister is at home.｜I have an older sister.｜My older sister teaches me Chinese.｜I eat with my older sister.,ကျွန်တော့်/ကျွန်မအစ်မက အရမ်းလှတယ်။｜အစ်မက အိမ်မှာရှိတယ်။｜ကျွန်တော့်/ကျွန်မမှာ အစ်မတစ်ယောက်ရှိတယ်။｜အစ်မက ကျွန်တော့်/ကျွန်မကို တရုတ်စာသင်ပေးတယ်။｜ကျွန်တော်/ကျွန်မ အစ်မနဲ့အတူ ထမင်းစားတယ်။,妹妹 (mèimei) — ညီမ｜哥哥 (gēge) — အစ်ကို｜姐姐大人 (jiějie dàrén) — အစ်မ｜姐姐家 (jiějie jiā) — အစ်မအိမ်｜大姐姐 (dà jiějie) — အစ်မကြီး
179,1,介绍,jièshào,introduce,မိတ်ဆက်သည်,我来介绍一下我的朋友。｜老师给我们介绍了新同学。｜请介绍一下你自己。｜我想介绍一个朋友给你。｜他向我介绍了这家商店。,Wǒ lái jièshào yíxià wǒ de péngyou.｜Lǎoshī gěi wǒmen jièshào le xīn tóngxué.｜Qǐng jièshào yíxià nǐ zìjǐ.｜Wǒ xiǎng jièshào yí gè péngyou gěi nǐ.｜Tā xiàng wǒ jièshào le zhè jiā shāngdiàn.,Let me introduce my friend.｜The teacher introduced the new classmate to us.｜Please introduce yourself.｜I want to introduce a friend to you.｜He introduced this shop to me.,ကျွန်တော်/ကျွန်မ သူငယ်ချင်းကို မိတ်ဆက်ပေးမယ်။｜ဆရာ/ဆရာမက ကျောင်းသားအသစ်ကို ကျွန်တော်တို့ကို မိတ်ဆက်ပေးတယ်။｜ကိုယ့်အကြောင်းကိုယ် မိတ်ဆက်ပေးပါ။｜ကျွန်တော်/ကျွန်မ သူငယ်ချင်းတစ်ယောက်ကို မင်းနဲ့မိတ်ဆက်ပေးချင်တယ်။｜သူက ဒီဆိုင်အကြောင်း ကျွန်တော်/ကျွန်မကို မိတ်ဆက်ပေးတယ်။,自我介绍 (zìwǒ jièshào) — ကိုယ့်ကိုယ်ကို မိတ်ဆက်ခြင်း｜介绍人 (jièshàorén) — မိတ်ဆက်ပေးသူ｜介绍信 (jièshàoxìn) — မိတ်ဆက်စာ｜介绍一下 (jièshào yíxià) — မိတ်ဆက်ပေးသည်｜介绍朋友 (jièshào péngyou) — သူငယ်ချင်းကို မိတ်ဆက်ပေးသည်
180,1,今年,jīn nián,this year,ဒီနှစ်,今年我十八岁。｜今年天气很好。｜我今年学习汉语。｜你今年去哪儿？｜今年是我的第一年。,Jīnnián wǒ shíbā suì.｜Jīnnián tiānqì hěn hǎo.｜Wǒ jīnnián xuéxí Hànyǔ.｜Nǐ jīnnián qù nǎr?｜Jīnnián shì wǒ de dì yī nián.,This year I am eighteen years old.｜The weather is very good this year.｜I am studying Chinese this year.｜Where are you going this year?｜This is my first year.,ဒီနှစ်မှာ ကျွန်တော်/ကျွန်မ အသက် ၁၈ နှစ်ရှိပြီ။｜ဒီနှစ် ရာသီဥတုအရမ်းကောင်းတယ်။｜ဒီနှစ်မှာ ကျွန်တော်/ကျွန်မ တရုတ်စာလေ့လာနေတယ်။｜ဒီနှစ် မင်းဘယ်ကိုသွားမလဲ။｜ဒီနှစ်က ကျွန်တော်/ကျွန်မအတွက် ပထမဆုံးနှစ်ပါ။,今年 (jīnnián) — ဒီနှစ်｜去年 (qùnián) — မနှစ်က｜明年 (míngnián) — နောက်နှစ်｜今年的 (jīnnián de) — ဒီနှစ်ရဲ့｜今年年底 (jīnnián niándǐ) — ဒီနှစ်ကုန်
181,1,今天,jīntiān,Today,ဒီနေ့,今天是星期一。｜我今天很忙。｜你今天有课吗？｜今天我不去学校。｜今天天气很好。,Jīntiān shì xīngqīyī.｜Wǒ jīntiān hěn máng.｜Nǐ jīntiān yǒu kè ma?｜Jīntiān wǒ bú qù xuéxiào.｜Jīntiān tiānqì hěn hǎo.,Today is Monday.｜I am very busy today.｜Do you have class today?｜I am not going to school today.｜The weather is very good today.,ဒီနေ့ တနင်္လာနေ့ပါ။｜ဒီနေ့ ကျွန်တော်/ကျွန်မ အရမ်းအလုပ်များတယ်။｜ဒီနေ့ အတန်းရှိလား။｜ဒီနေ့ ကျွန်တော်/ကျွန်မ ကျောင်းမသွားဘူး။｜ဒီနေ့ ရာသီဥတုအရမ်းကောင်းတယ်။,今天 (jīntiān) — ဒီနေ့｜明天 (míngtiān) — မနက်ဖြန်｜昨天 (zuótiān) — မနေ့က｜今天晚上 (jīntiān wǎnshang) — ဒီနေ့ည｜今天早上 (jīntiān zǎoshang) — ဒီနေ့မနက်
182,1,进,jìn,enter,ဝင်သည်,请进。｜他进学校了。｜我想进商店看看。｜不要进这个房间。｜学生进教室了。,Qǐng jìn.｜Tā jìn xuéxiào le.｜Wǒ xiǎng jìn shāngdiàn kànkan.｜Bú yào jìn zhège fángjiān.｜Xuéshēng jìn jiàoshì le.,Please come in.｜He entered the school.｜I want to go into the shop and have a look.｜Don't enter this room.｜The students entered the classroom.,ဝင်ပါ။｜သူ ကျောင်းထဲဝင်သွားတယ်။｜ကျွန်တော်/ကျွန်မ ဆိုင်ထဲဝင်ပြီး ကြည့်ချင်တယ်။｜ဒီအခန်းထဲ မဝင်နဲ့။｜ကျောင်းသားတွေ စာသင်ခန်းထဲဝင်သွားပြီ။,进入 (jìnrù) — ဝင်ရောက်သည်｜进去 (jìnqù) — ဝင်သွားသည်｜进来 (jìnlái) — ဝင်လာသည်｜进门 (jìn mén) — တံခါးကနေ ဝင်သည်｜进学校 (jìn xuéxiào) — ကျောင်းထဲဝင်သည်
183,1,进来,jìn lái,come in,ဝင်လာသည်,请进来。｜你快进来吧。｜老师让我们进来。｜他从外面进来了。｜天气冷，进来坐吧。,"Qǐng jìnlái.｜Nǐ kuài jìnlái ba.｜Lǎoshī ràng wǒmen jìnlái.｜Tā cóng wàimiàn jìnlái le.｜Tiānqì lěng, jìnlái zuò ba.","Please come in.｜Come in quickly.｜The teacher asked us to come in.｜He came in from outside.｜It is cold, come in and sit down.",ဝင်လာပါ။｜မြန်မြန်ဝင်လာလေ။｜ဆရာ/ဆရာမက ကျွန်တော်တို့ကို ဝင်လာခိုင်းတယ်။｜သူ အပြင်ကနေ ဝင်လာတယ်။｜အေးတယ်၊ အထဲဝင်လာပြီး ထိုင်ပါ။,进来 (jìnlái) — ဝင်လာသည်｜进门 (jìn mén) — အထဲဝင်လာသည်｜回来 (huílái) — ပြန်လာသည်｜过来 (guòlái) — ဒီဘက်လာသည်｜出来 (chūlái) — ထွက်လာသည်
184,1,进去,jìn qù,go in,ဝင်သွားသည်,他进去了。｜请进去坐吧。｜我先进去看看。｜孩子进房间了。｜他们已经进去了。,Tā jìnqù le.｜Qǐng jìnqù zuò ba.｜Wǒ xiān jìnqù kànkan.｜Háizi jìn fángjiān le.｜Tāmen yǐjīng jìnqù le.,He went inside.｜Please go inside and sit down.｜I will go inside and have a look first.｜The child went into the room.｜They have already gone inside.,သူ အထဲဝင်သွားတယ်။｜အထဲဝင်ပြီး ထိုင်ပါ။｜ကျွန်တော်/ကျွန်မ အရင်အထဲဝင်ပြီး ကြည့်လိုက်မယ်။｜ကလေးက အခန်းထဲဝင်သွားတယ်။｜သူတို့ အထဲဝင်သွားပြီးပြီ။,进去 (jìnqù) — ဝင်သွားသည်｜进入 (jìnrù) — ဝင်ရောက်သည်｜进门 (jìn mén) — တံခါးကနေ ဝင်သည်｜进去看看 (jìnqù kànkan) — ဝင်ပြီးကြည့်သည်｜进房间 (jìn fángjiān) — အခန်းထဲဝင်သည်
185,1,九,jiǔ,Nine,ကိုး,我有九本书。｜现在九点。｜他九岁。｜我们九个人一起去。｜今天是九号。,Wǒ yǒu jiǔ běn shū.｜Xiànzài jiǔ diǎn.｜Tā jiǔ suì.｜Wǒmen jiǔ gè rén yìqǐ qù.｜Jīntiān shì jiǔ hào.,I have nine books.｜It is nine o'clock now.｜He is nine years old.｜The nine of us are going together.｜Today is the ninth.,ကျွန်တော်/ကျွန်မမှာ စာအုပ် ၉ အုပ်ရှိတယ်။｜အခု ၉ နာရီရှိပြီ။｜သူ့အသက် ၉ နှစ်ရှိပြီ။｜ကျွန်တော်တို့ ၉ ယောက်အတူသွားကြမယ်။｜ဒီနေ့ ၉ ရက်နေ့ပါ။,九月 (jiǔyuè) — စက်တင်ဘာ｜九点 (jiǔ diǎn) — ၉ နာရီ｜九岁 (jiǔ suì) — ၉ နှစ်｜九个人 (jiǔ gè rén) — လူ ၉ ယောက်｜九号 (jiǔ hào) — ၉ ရက်
186,1,就,jiù,as soon as; right away; then,...တော့၊ ...ပဲ,我就去。｜你就坐这里吧。｜他马上就回来。｜我就喜欢这个。｜吃完饭就去学校。,Wǒ jiù qù.｜Nǐ jiù zuò zhèlǐ ba.｜Tā mǎshàng jiù huílái.｜Wǒ jiù xǐhuan zhège.｜Chī wán fàn jiù qù xuéxiào.,"I will go.｜You just sit here.｜He will be back soon.｜I simply like this.｜After eating, I will go to school.",ကျွန်တော်/ကျွန်မ သွားမယ်။｜ဒီမှာပဲ ထိုင်ပါ။｜သူ မကြာခင်ပြန်လာမယ်။｜ကျွန်တော်/ကျွန်မ ဒါကိုပဲ ကြိုက်တယ်။｜ထမင်းစားပြီးတာနဲ့ ကျောင်းသွားမယ်။,就是 (jiùshì) — ...ပဲဖြစ်သည်｜就是这样 (jiùshì zhèyàng) — ဒီလိုပဲ｜就要 (jiùyào) — မကြာခင်...တော့မယ်｜就会 (jiù huì) — ...တော့မယ်/ဖြစ်လာမယ်｜就好 (jiù hǎo) — ...ဆိုရင်ရပြီ
187,1,觉得,juéde,Think,ထင်သည်၊ ခံစားမိသည်,我觉得很好。｜我觉得他很聪明。｜你觉得怎么样？｜我觉得今天很冷。｜我觉得这个很好吃。,Wǒ juéde hěn hǎo.｜Wǒ juéde tā hěn cōngming.｜Nǐ juéde zěnmeyàng?｜Wǒ juéde jīntiān hěn lěng.｜Wǒ juéde zhège hěn hǎochī.,I think it is very good.｜I think he is very smart.｜What do you think?｜I think it is very cold today.｜I think this is delicious.,ကျွန်တော်/ကျွန်မ ထင်တာ အရမ်းကောင်းတယ်။｜ကျွန်တော်/ကျွန်မ သူ့ကို အရမ်းတော်တယ်လို့ ထင်တယ်။｜မင်းဘယ်လိုထင်လဲ။｜ဒီနေ့ အရမ်းအေးတယ်လို့ ကျွန်တော်/ကျွန်မ ထင်တယ်။｜ဒါအရမ်းစားကောင်းတယ်လို့ ကျွန်တော်/ကျွန်မ ထင်တယ်။,觉得好 (juéde hǎo) — ကောင်းတယ်လို့ထင်သည်｜感觉 (gǎnjué) — ခံစားချက်｜认为 (rènwéi) — ယူဆသည်｜觉得不错 (juéde búcuò) — မဆိုးဘူးလို့ထင်သည်｜觉得有意思 (juéde yǒu yìsi) — စိတ်ဝင်စားစရာကောင်းတယ်လို့ထင်သည်
188,1,开,kāi,open,ဖွင့်သည်,请开门。｜我开电脑。｜商店八点开门。｜请把窗户打开。｜他开了一家商店。,Qǐng kāi mén.｜Wǒ kāi diànnǎo.｜Shāngdiàn bā diǎn kāimén.｜Qǐng bǎ chuānghu dǎkāi.｜Tā kāi le yì jiā shāngdiàn.,Please open the door.｜I turn on the computer.｜The shop opens at eight.｜Please open the window.｜He opened a shop.,တံခါးဖွင့်ပေးပါ။｜ကျွန်တော်/ကျွန်မ ကွန်ပျူတာဖွင့်တယ်။｜ဆိုင်က ၈ နာရီမှာ ဖွင့်တယ်။｜ပြတင်းပေါက်ဖွင့်ပေးပါ။｜သူ ဆိုင်တစ်ဆိုင်ဖွင့်ထားတယ်။,开门 (kāimén) — တံခါးဖွင့်သည်｜开关 (kāiguān) — အဖွင့်အပိတ်｜打开 (dǎkāi) — ဖွင့်သည်｜开学 (kāixué) — ကျောင်းဖွင့်သည်｜开店 (kāidiàn) — ဆိုင်ဖွင့်သည်
189,1,开车,kāi chē,drive; drive a car,ကားမောင်းသည်,我会开车。｜爸爸每天开车上班。｜他正在开车。｜你会开车吗？｜我不开车去学校。,Wǒ huì kāichē.｜Bàba měitiān kāichē shàngbān.｜Tā zhèngzài kāichē.｜Nǐ huì kāichē ma?｜Wǒ bù kāichē qù xuéxiào.,I can drive.｜Dad drives to work every day.｜He is driving.｜Can you drive?｜I don't drive to school.,ကျွန်တော်/ကျွန်မ ကားမောင်းတတ်တယ်။｜အဖေက နေ့တိုင်း ကားမောင်းပြီး အလုပ်သွားတယ်။｜သူ ကားမောင်းနေတယ်။｜မင်း ကားမောင်းတတ်လား။｜ကျွန်တော်/ကျွန်မ ကားမောင်းပြီး ကျောင်းမသွားဘူး။,开车 (kāichē) — ကားမောင်းသည်｜司机 (sījī) — ယာဉ်မောင်း｜汽车 (qìchē) — ကား｜驾车 (jiàchē) — ကားမောင်းသည်｜开车上班 (kāichē shàngbān) — ကားမောင်းပြီး အလုပ်သွားသည်
190,1,开会,kāi huì,have a meeting,အစည်းအဝေးလုပ်သည်,老师正在开会。｜我们下午开会。｜他们每周开一次会。｜经理在开会。｜开会的时候请安静。,Lǎoshī zhèngzài kāihuì.｜Wǒmen xiàwǔ kāihuì.｜Tāmen měi zhōu kāi yí cì huì.｜Jīnglǐ zài kāihuì.｜Kāihuì de shíhou qǐng ānjìng.,The teacher is having a meeting.｜We have a meeting in the afternoon.｜They have a meeting once a week.｜The manager is in a meeting.｜Please be quiet during the meeting.,ဆရာ/ဆရာမ အစည်းအဝေးလုပ်နေတယ်။｜ကျွန်တော်တို့ နေ့လယ်မှာ အစည်းအဝေးလုပ်တယ်။｜သူတို့ တစ်ပတ်တစ်ကြိမ် အစည်းအဝေးလုပ်တယ်။｜မန်နေဂျာ အစည်းအဝေးလုပ်နေတယ်။｜အစည်းအဝေးလုပ်နေချိန်မှာ တိတ်တိတ်နေပါ။,开会 (kāihuì) — အစည်းအဝေးလုပ်သည်｜会议 (huìyì) — အစည်းအဝေး｜开会时间 (kāihuì shíjiān) — အစည်းအဝေးချိန်｜会议室 (huìyìshì) — အစည်းအဝေးခန်း｜开会通知 (kāihuì tōngzhī) — အစည်းအဝေးအသိပေးချက်
191,1,开玩笑,kāiwánxiào,Make fun of,နောက်ပြောင်သည်,他喜欢开玩笑。｜别开玩笑了。｜我只是开个玩笑。｜他常常跟朋友开玩笑。｜老师也会和我们开玩笑。,Tā xǐhuan kāiwánxiào.｜Bié kāiwánxiào le.｜Wǒ zhǐshì kāi ge wánxiào.｜Tā chángcháng gēn péngyou kāiwánxiào.｜Lǎoshī yě huì hé wǒmen kāiwánxiào.,He likes joking.｜Stop joking.｜I was just joking.｜He often jokes with his friends.｜The teacher also jokes with us.,သူ နောက်ပြောင်ရတာကြိုက်တယ်။｜နောက်မပြောင်နဲ့တော့။｜ကျွန်တော်/ကျွန်မ နောက်ပြောင်လိုက်တာပါ။｜သူ သူငယ်ချင်းတွေနဲ့ မကြာခဏ နောက်ပြောင်တတ်တယ်။｜ဆရာ/ဆရာမကလည်း ကျွန်တော်တို့နဲ့ နောက်ပြောင်တတ်တယ်။,玩笑 (wánxiào) — နောက်ပြောင်မှု｜开玩笑 (kāiwánxiào) — နောက်ပြောင်သည်｜说笑话 (shuō xiàohua) — ဟာသပြောသည်｜笑话 (xiàohua) — ဟာသ｜逗笑 (dòuxiào) — ရယ်အောင်လုပ်သည်
